-0.008105469,0.9890381,-0.1303223,-1.558685,1.054382,0.05264282,42602,42826
-0.008740234,0.9885986,-0.1300537,-1.567078,1.068115,0.04348755,42650,43450
-0.009790039,0.9892822,-0.1298828,-1.569366,1.07193,0.09765625,42938,43738
-0.01010742,0.9890869,-0.1304932,-1.586914,1.065826,0.1335144,43082,43674
-0.01069336,0.9890869,-0.1310059,-1.579285,1.076508,0.2189636,43066,43482
-0.01096191,0.9893555,-0.1307861,-1.583099,1.086426,0.3074646,43402,43690
-0.01083984,0.9880371,-0.1306396,-1.593781,1.092529,0.390625,42794,43514
-0.01069336,0.9878418,-0.130835,-1.586914,1.087189,0.4508972,43274,43754
-0.01062012,0.9878418,-0.1308594,-1.638794,1.11618,0.528717,42266,43994
-0.01040039,0.9881104,-0.1313477,-1.679993,1.098633,0.5554199,42954,43466
-0.01032715,0.9881104,-0.1317871,-1.694489,1.084137,0.5828857,42586,42746
-0.009594727,0.9882813,-0.1316406,-1.700592,1.084137,0.5912781,42458,44362
-0.009326172,0.9880615,-0.1312744,-1.67923,1.078033,0.5393982,42666,42970
-0.009326172,0.9876709,-0.1311035,-1.673889,1.078033,0.4707336,42154,43818
-0.009204102,0.9877197,-0.1314453,-1.655579,1.065063,0.378418,42938,43658
-0.008520508,0.9879639,-0.1310303,-1.64566,1.064301,0.2700806,42938,43466
-0.008349609,0.9883301,-0.1313232,-1.642609,1.058197,0.1914978,42570,43418
-0.009057617,0.9879883,-0.1318359,-1.654816,1.047516,0.1182556,42522,43994
-0.009204102,0.9886719,-0.1312012,-1.647186,1.026917,0.07095337,42954,43914
-0.009350586,0.9881836,-0.1309082,-1.638794,1.033783,0.08926392,43082,43658
-0.009692383,0.9877686,-0.1308594,-1.654053,1.053619,0.1029968,42218,43594
-0.01008301,0.9877197,-0.13125,-1.630402,1.037598,0.1205444,43242,43690
-0.009936523,0.9878662,-0.1309082,-1.649475,1.058197,0.1907349,43178,44074
-0.009741211,0.9883057,-0.1305908,-1.638031,1.067352,0.2586365,43082,43578
-0.009423828,0.9875977,-0.1296143,-1.68457,1.07193,0.3601074,43162,43914
-0.009887695,0.9875244,-0.1301514,-1.651001,1.074982,0.4508972,42890,43738
-0.01052246,0.9872559,-0.1299072,-1.64566,1.079559,0.4745483,42058,44282
-0.01091309,0.9872559,-0.1297607,-1.681519,1.115417,0.4966736,43034,43274
-0.01088867,0.9865967,-0.1297119,-1.681519,1.120758,0.4890442,43050,43498
-0.01069336,0.9868164,-0.1294189,-1.67923,1.153564,0.5157471,42266,43802
-0.0104248,0.9869873,-0.1286621,-1.642609,1.132202,0.5096436,43018,43546
-0.01047363,0.9868652,-0.128418,-1.667023,1.180267,0.5104065,43034,44202
-0.01030273,0.986792,-0.1287354,-1.661682,1.166534,0.479126,43034,43626
-0.009814453,0.986792,-0.1293945,-1.643372,1.148987,0.415802,43018,43738
-0.009277344,0.9869629,-0.1291748,-1.610565,1.131439,0.1167297,42842,42986
-0.008886719,0.986792,-0.1296875,-1.628113,1.113129,0.0,42410,42858
-0.008642578,0.9871094,-0.1302734,-1.612854,1.121521,-0.0831604,42298,44138
-0.008325195,0.9875244,-0.1300293,-1.577759,1.092529,-0.09460449,42202,43818
-0.008789063,0.9875244,-0.1303223,-1.584625,1.0849,-0.03433228,42378,44058
-0.009594727,0.9872803,-0.1300049,-1.595306,1.052094,0.003814697,43066,43450
-0.009375,0.9872559,-0.1307617,-1.641846,1.092529,0.07858276,43146,43210
-0.009448242,0.9870117,-0.1311279,-1.636505,1.054382,0.1274109,42666,43418
-0.009570313,0.9867432,-0.1312744,-1.662445,1.031494,0.1235962,42906,43562
-0.009960938,0.9864746,-0.1313721,-1.665497,1.030731,0.1266479,42170,43962
-0.01020508,0.9868896,-0.1323975,-1.66626,1.047516,0.3417969,42826,43418
-0.01020508,0.986499,-0.1309814,-1.664734,1.053619,0.3852844,42154,43690
-0.01000977,0.985791,-0.1304688,-1.66626,1.074982,0.4776001,42266,44298
-0.009667969,0.9855713,-0.1305908,-1.676178,1.080322,0.5386353,43018,43690
-0.009130859,0.9856445,-0.1306396,-1.67923,1.112366,0.5249023,43050,43722
-0.008374023,0.9857178,-0.1314453,-1.673126,1.142883,0.5050659,42922,43466
-0.008227539,0.9857422,-0.1311523,-1.664734,1.140594,0.4386902,42170,43866
-0.007861328,0.9860107,-0.1311279,-1.657104,1.125336,0.3494263,42970,43994
-0.007568359,0.9856934,-0.1309814,-1.634216,1.141357,0.3196716,42986,43610
-0.008105469,0.9862305,-0.1301514,-1.626587,1.13678,0.2914429,42666,43962
-0.008374023,0.9861816,-0.1295898,-1.603699,1.115417,0.4653931,42186,43738
-0.008813477,0.9864746,-0.130957,-1.600647,1.126099,0.4920959,43210,43738
-0.009155273,0.9867432,-0.1307373,-1.602936,1.093292,0.5058289,43034,44330
-0.009326172,0.9866943,-0.130835,-1.602173,1.107025,0.5172729,43050,43626
-0.009594727,0.9868408,-0.1306152,-1.629639,1.10321,0.5226135,43242,43930
-0.009790039,0.9865967,-0.1303223,-1.609802,1.068878,0.5096436,42666,43674
-0.009741211,0.9864014,-0.1302246,-1.596832,1.052856,0.4920959,42970,43498
-0.009643555,0.9863037,-0.129834,-1.622009,1.093292,0.5371094,43082,43738
-0.009594727,0.9866699,-0.1300293,-1.646423,1.084137,0.5630493,42986,43562
-0.008935547,0.986084,-0.1301025,-1.682281,1.106262,0.6263733,43114,43690
-0.009448242,0.9857422,-0.1299561,-1.700592,1.124573,0.4623413,43210,43578
-0.009326172,0.9858887,-0.1290527,-1.711273,1.128387,0.4776001,43210,43450
-0.009130859,0.9862061,-0.1290283,-1.734161,1.130676,0.4623413,43050,44186
-0.009008789,0.9863281,-0.1287354,-1.713562,1.110077,0.428772,42970,43834
-0.008911133,0.9860596,-0.1286865,-1.696777,1.100922,0.4211426,43162,43690
-0.009204102,0.9866211,-0.1290527,-1.705933,1.135254,0.4211426,43098,43546
-0.009155273,0.9869385,-0.1290771,-1.699066,1.124573,0.3936768,42794,42874
-0.009301758,0.9874268,-0.1291504,-1.655579,1.061249,0.3509521,42986,44042
-0.009448242,0.9879395,-0.129541,-1.630402,1.069641,0.2830505,42282,43578
-0.009936523,0.9866211,-0.1297119,-1.621246,1.036835,0.1861572,43066,43738
-0.009350586,0.9868408,-0.1300293,-1.63269,1.016235,0.3486633,43018,43658
-0.00949707,0.9866455,-0.1303223,-1.621246,1.014709,0.3250122,42954,43482
-0.009887695,0.9867188,-0.1313965,-1.641083,1.029205,0.3456116,43050,44186
-0.01018066,0.9869385,-0.1319336,-1.668549,1.042175,0.3845215,43066,43818
-0.01000977,0.9869629,-0.132666,-1.669312,1.031494,0.4203796,43018,43626
-0.009375,0.986792,-0.1321533,-1.694489,1.024628,0.4631042,43114,43626
-0.009545898,0.9862793,-0.1317871,-1.685333,1.006317,0.5493164,42426,43690
-0.009106445,0.9860596,-0.1318115,-1.722717,1.026917,0.554657,42378,44426
-0.009326172,0.9852539,-0.1312256,-1.731873,1.024628,0.5905151,42986,43194
-0.009033203,0.9868164,-0.1318359,-1.713562,1.037598,0.6462097,42986,43706
-0.009350586,0.986792,-0.1319824,-1.709747,1.058197,0.479126,42298,43738
-0.009106445,0.9871582,-0.1317871,-1.713562,1.046753,0.5012512,42986,43370
-0.008886719,0.9871338,-0.130957,-1.6922,1.051331,0.5149841,42890,44074
-0.008325195,0.9868652,-0.1300537,-1.644897,1.039124,0.5088806,42154,43674
-0.008544922,0.9873047,-0.129126,-1.62735,1.044464,0.4547119,43034,43626
-0.008325195,0.9873291,-0.1292236,-1.567078,1.024628,0.3547668,43466,43882
-0.008447266,0.9881348,-0.1299072,-1.577759,1.044464,0.2540588,42938,43738
-0.008642578,0.9888184,-0.1298584,-1.533508,1.040649,0.2105713,43194,43786
-0.008984375,0.9893555,-0.1303467,-1.491547,1.03302,0.1777649,42218,43882
-0.009326172,0.9905273,-0.1300781,-1.493835,1.012421,0.1953125,42970,43498
-0.009082031,0.9903564,-0.1294922,-1.490784,1.02005,0.2174377,42986,43690
-0.009326172,0.9896973,-0.1300049,-1.520538,1.039124,0.2685547,43098,44058
-0.008837891,0.9894043,-0.1297607,-1.554871,1.030731,0.3105164,42762,43034
-0.008740234,0.9894531,-0.129541,-1.586914,1.053619,0.3295898,43114,43626
-0.008203125,0.9897217,-0.1297363,-1.563263,1.081085,0.3440857,42298,43802
-0.008569336,0.9898438,-0.129541,-1.568604,1.098633,0.4051208,43034,43530
-0.008520508,0.9900635,-0.1297119,-1.576233,1.081085,0.4005432,42858,43482
-0.008789063,0.9892822,-0.1296387,-1.589966,1.085663,0.4447937,42682,43066
-0.00859375,0.9890381,-0.1292236,-1.628113,1.077271,0.4837036,42602,42842
-0.008569336,0.9882324,-0.1289063,-1.659393,1.11618,0.4943848,42554,42794
-0.00871582,0.9888184,-0.1294922,-1.702118,1.120758,0.51651,43178,43178
-0.00859375,0.9890137,-0.1287109,-1.699829,1.107788,0.5050659,42250,44202
-0.008300781,0.9890869,-0.129834,-1.660919,1.110077,0.4615784,42938,43754
-0.008276367,0.9891846,-0.1305908,-1.660919,1.074982,0.4150391,42666,42970
-0.007983398,0.9884277,-0.1313965,-1.667023,1.065826,0.3593445,42858,43642
-0.00793457,0.9884766,-0.1316162,-1.679993,1.04599,0.2716064,43130,43354
-0.007958984,0.9881592,-0.13125,-1.67923,1.060486,0.2357483,42938,44058
-0.008251953,0.9887207,-0.1316895,-1.687622,1.072693,0.1998901,42986,43834
-0.008325195,0.9887695,-0.1320068,-1.690674,1.09787,0.2090454,43146,43626
-0.00847168,0.9887695,-0.1317139,-1.677704,1.091003,0.2563477,43162,43626
-0.008422852,0.9889648,-0.13125,-1.65863,1.107788,0.2593994,43066,42954
-0.008178711,0.9894531,-0.1320313,-1.649475,1.12381,0.2540588,42634,43242
-0.008520508,0.9891846,-0.1307861,-1.646423,1.126099,0.26474,43114,43850
-0.00847168,0.9892822,-0.1299561,-1.651764,1.115417,0.2593994,42506,42778
-0.008862305,0.9898926,-0.129248,-1.669312,1.113892,0.3089905,43066,43674
-0.009155273,0.99021,-0.1293213,-1.704407,1.109314,0.3479004,43146,43194
-0.009228516,0.9899902,-0.1289063,-1.704407,1.109314,0.4356384,42618,43242
-0.009179688,0.9894531,-0.1285156,-1.737976,1.113892,0.4837036,43066,43802
-0.009130859,0.9892578,-0.1277588,-1.719666,1.128387,0.4592896,43050,43626
-0.008203125,0.9890869,-0.1287598,-1.706696,1.117706,0.428772,43050,43690
-0.008227539,0.9885254,-0.1286133,-1.687622,1.0849,0.3868103,43082,43338
-0.008325195,0.9884033,-0.1288818,-1.696777,1.042175,0.3257751,42266,43914
-0.008227539,0.988623,-0.1293701,-1.693726,1.016235,0.2670288,43098,43866
-0.008618164,0.9885254,-0.1304932,-1.69754,1.036835,0.2578735,42634,42858
-0.008984375,0.9880615,-0.1312012,-1.694489,1.010132,0.2128601,42330,43850
-0.008764648,0.9882324,-0.1318115,-1.687622,1.02005,0.1998901,42682,42714
-0.009057617,0.9884766,-0.1324951,-1.705933,1.003265,0.1777649,42218,44202
-0.008935547,0.9880615,-0.1324707,-1.715851,1.013947,0.2120972,42298,43978
-0.009033203,0.9874512,-0.1324219,-1.731873,0.9971619,0.2914429,43354,43818
-0.009667969,0.9877686,-0.1305908,-1.767731,0.9963989,0.3089905,43370,43818
-0.009448242,0.9864014,-0.1303711,-1.781464,0.9864807,0.3692627,42506,42826
-0.009667969,0.9849365,-0.1296875,-1.809692,1.018524,0.4119873,43194,44122
-0.01013184,0.9856689,-0.1297119,-1.821136,1.049042,0.4730225,43050,43850
-0.009545898,0.986377,-0.1293945,-1.849365,1.034546,0.5363464,43066,43626
-0.008886719,0.9859863,-0.1288086,-1.867676,1.024628,0.6217957,42506,43882
-0.008520508,0.9851807,-0.1280518,-1.877594,1.036835,0.6454468,42890,42970
-0.008056641,0.9855713,-0.1277344,-1.855469,1.023102,0.617981,42026,44202
-0.008056641,0.9861084,-0.1275391,-1.826477,1.000977,0.4989624,42554,43034
-0.008203125,0.9867676,-0.1284668,-1.817322,0.9925842,0.3501892,43210,43402
-0.008081055,0.9858398,-0.1290527,-1.765442,1.003265,0.2677917,42666,42954
-0.008935547,0.9878662,-0.1302002,-1.760101,1.021576,0.2342224,43226,43578
-0.008740234,0.9893555,-0.1299072,-1.717377,1.012421,0.2861023,43066,43866
-0.008325195,0.9887451,-0.1300049,-1.730347,1.014709,0.3410339,42938,43850
-0.008496094,0.9875732,-0.130127,-1.706696,1.037598,0.3799438,42970,43546
-0.008276367,0.9874268,-0.1284424,-1.702881,1.065826,0.3898621,42602,42954
-0.008227539,0.987207,-0.1267334,-1.65863,1.049805,0.402832,42842,43578
-0.007788086,0.9872559,-0.127124,-1.681519,1.07193,0.3616333,42970,43978
-0.007250977,0.9869629,-0.1275879,-1.589203,1.05896,0.2868652,42602,43194
-0.007299805,0.9875,-0.1280518,-1.538849,1.029968,0.1823425,42858,43194
-0.008227539,0.9883301,-0.1294922,-1.51062,1.004028,0.08468628,42554,43562
-0.009008789,0.9877686,-0.1290283,-1.556396,0.9933472,0.04577637,42602,43690
-0.01032715,0.9887695,-0.1289795,-1.596069,1.029968,0.1441956,42618,44362
-0.01103516,0.9884033,-0.1272705,-1.647949,1.039886,0.3631592,43034,43850
-0.01101074,0.9887695,-0.1260254,-1.711273,1.091003,0.655365,42282,42778
-0.01018066,0.9891846,-0.1277832,-1.754761,1.091766,0.8628845,42170,43818
-0.009228516,0.9899658,-0.1291016,-1.61972,1.132202,0.9651184,42586,43578
-0.00847168,0.9887695,-0.1285645,-1.548004,1.131439,0.8651733,42122,43402
-0.009521484,0.9897705,-0.1289551,-1.520538,1.107788,0.6263733,42426,43690
-0.009301758,0.9897949,-0.1287842,-1.491547,1.073456,0.3448486,42906,43658
-0.009179688,0.9891846,-0.1280029,-1.474762,1.062012,0.1304626,42826,43834
-0.009570313,0.988916,-0.1278076,-1.396179,1.066589,0.02441406,42394,43482
-0.01030273,0.987793,-0.1273682,-1.378632,1.047516,0.0328064,42442,44074
-0.0105957,0.9880859,-0.1280273,-1.379395,1.053619,0.1098633,42474,42986
-0.01062012,0.9884277,-0.1291016,-1.415253,1.052094,0.1724243,42186,42794
-0.01101074,0.9887207,-0.1285889,-1.4328,1.083374,0.2349854,42458,43498
-0.01064453,0.9886475,-0.1295654,-1.613617,1.094055,0.2334595,42410,43370
-0.01037598,0.9893066,-0.1290039,-1.616669,1.060486,0.2609253,42458,44058
-0.008569336,0.9885254,-0.1280762,-1.625061,1.039886,0.3074646,42442,43450
-0.00871582,0.9882324,-0.1274902,-1.599884,1.028442,0.3890991,43050,43786
-0.008813477,0.9883301,-0.1271973,-1.576233,1.028442,0.428772,42458,43434
-0.008837891,0.9877197,-0.1265869,-1.559448,1.00708,0.4898071,42650,43626
-0.008300781,0.9887939,-0.1279785,-1.521301,1.026154,0.4699707,41770,44202
-0.008325195,0.9903564,-0.1302734,-1.537323,1.021576,0.4150391,42842,43626
-0.008544922,0.9895996,-0.1308838,-1.49765,1.036835,0.3227234,42202,42810
-0.008276367,0.9888184,-0.1312256,-1.483154,1.021576,0.2189636,42634,43706
-0.008911133,0.9888428,-0.130127,-1.473236,1.018524,0.1922607,42346,43418
-0.009448242,0.9885986,-0.1300049,-1.538849,1.063538,0.2487183,42474,43978
